RecordID,Name,NameAlphabetized,Name - HOO,OperationalStatus,PreliminaryOrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,NYC.gov Agency Directory,Name - CPO,Name - Checkbook,Name - Greenbook,Name - NYC Open Data Portal,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - ODA,Name - Ops,Name - WeGov
FINAL_REC_000363,Office of Environmental Coordination,"Environmental Coordination, Mayor's Office of","Enviormental Coordination, Mayor's Office of (MOEC)",Active,Mayoral Office,MOEC's mission is to be a resource for city agencies and private applicants by providing information and assistance in completing the environmental review process and to help the city to lead by example in applying state-of-the-art green building requirements.,https://www.nyc.gov/site/oec/index.page,,MOEC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Environmental+Coordination+%28MOEC%29,2011.0,Hilary Semel,Director,https://www.nyc.gov/site/oec/about/email-the-director.page,,,True,Mayor's Office of Environmental Coordination,,,Mayor’s Office of Environmental Coordination (MOEC),"Environmental Coordination, Mayor’s Office of (MOEC)","Environmental Coordination, Mayor’s Office of (MOEC)",Office of Environmental Coordination (MOEC),Office of Environmental Coordination,Office of Environmental Coordination
FINAL_REC_000364,Office of Environmental Remediation,"Environmental Remediation, Mayor's Office of",Mayor's Office of Environmental Remediation (OER),Active,Mayoral Office,"The Office of Environmental Remediation (OER) is responsible for the implementation of the brownfield cleanup and redevelopment initiatives outlined in PlaNYC, the City's comprehensive sustainability plan, to support environmental cleanup and economic redevelopment. In August 2010, Mayor Bloomberg launched the New York City Brownfield Cleanup Program (NYC BCP), the nation's first municipal cleanup program, which offers oversight and liability protection to developers and property owners for sites with light to moderate contamination. OER's Brownfield Incentive Grant (BIG) program provides financial incentives and technical support to developers and community organizations. OER also directs the NYC E-Designation Review Program for Hazardous Materials, Air Quality, and Noise and conducts brownfield educational workshops and outreach activities to support meaningful community engagement in brownfields redevelopment. ",https://www.nyc.gov/site/oer/index.page,,OER,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Environmental+Remediation+%28OER%29,2010.0,Shaminder Chawla,Director,https://www.nyc.gov/site/oer/contact/contact-form.page,,,True,Mayor's Office of Environmental Remediation,,,Mayor’s Office of Environmental Remediation (OER),Mayor's Office of Environmental Remediation (OER),Mayor's Office of Environmental Remediation (OER),Office of Environmental Remediation (OER),Office of Environmental Remediation,Office of Environmental Remediation
FINAL_REC_000365,Office of Faith-Based and Community Partnerships,"Faith-Based and Community Partnerships, Mayor's Office of",,Active,Division,,https://www.nyc.gov/site/cfcp/index.page,,CFP,,2.0,,2022.0,Gilford Monrose,Director,,,,False,Mayor's Office of Faith-Based and Community Partnerships,,,,,,Mayor's Office of Faith-Based and Community Partnerships (CFP),Office of Faith-Based and Community Partnerships,
FINAL_REC_000366,"Office of Film, Theatre, and Broadcasting","Film, Theater & Broadcasting, Office of",,Active,Division,,https://www.nyc.gov/site/mome/index.page,,FILM,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Film%2C+Theatre%2C+and+Broadcasting+%28FILM%29,1966.0,,,,,,False,,,,"Office of Film, Theatre, and Broadcasting (FILM)",,,"Office of Film, Theater & Broadcasting","Office of Film, Theatre, & Broadcasting","Office of Film, Theater & Broadcasting"
FINAL_REC_000367,Office of Healthcare Accountability,"Healthcare Accountability, Office of",,Active,Mayoral Office,,,,,,,,2023.0,,,,,,False,,,,,,,,,
FINAL_REC_000368,Office of Information Privacy,"Information Privacy, Office of",,Active,Division,"OTI’s Office of Information Privacy (OIP), headed by the Chief Privacy Officer (CPO) of the City of New York, advises the Mayor, Chief Technology Officer and other senior City officials, and City agencies on privacy protection in administration priorities, data sharing initiatives, and emerging policy areas, as well as response to suspected and known incidents impacting information privacy. OIP also implements the City's Identifying Information Law and provides guidance to a network of Agency Privacy Officers throughout the City on the lawful and responsible handling of identifying information and privacy protection.",https://www.nyc.gov/content/oti/pages/meet-the-team/information-privacy,MOIP,OIP,,,,2022.0,,,,,,False,,,,,,,,,
FINAL_REC_000369,Office of Innovation and Delivery,"Innovation and Delivery, Office of",,Reorganized,Mayoral Office,,,,,,,,,,,,,,False,,,,,,,,Office of Innovation & Delivery,Office of Innovation and Delivery
FINAL_REC_000370,Office of the Inspector General for the NYPD,"Inspector General for the NYPD, Office of the","Inspector General NYPD, Office of the",Active,Division,"The Office of the Inspector General for the NYPD (OIG-NYPD) is charged with investigating, reviewing, studying, auditing and making recommendations relating to the operations, policies, programs and practices of the New York City Police Department (NYPD).",https://www1.nyc.gov/site/doi/offices/oignypd.page,,,,,,2013.0,Jeanene Barrett,Acting Inspector General,Contact - Department of Investigation (nyc.gov),,,False,Office of the Inspector General for the NYPD,,,,"Inspector General NYPD, Office of the","Inspector General NYPD, Office of the",,Office of Inspector General NYPD,Office of the Inspector General for the NYPD
FINAL_REC_000371,Office of Labor Relations,"Labor Relations, Office of","Labor Relations, NYC Office of (OLR)",Active,Mayoral Office,The Office of Labor Relations represents the Mayor in all labor relations between the City of New York and labor organizations representing employees of the City. The Office Commissioner also administers a variety of programs for City Employees.,https://www1.nyc.gov/site/olr/index.page,,OLR,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Labor+Relations+%28OLR%29,1990.0,Renee Campion,Commissioner,Contact OLR (nyc.gov),,,True,Office of Labor Relations,,"Labor Relations, Office of",Office of Labor Relations (OLR),"Labor Relations, NYC Office of (OLR)","Labor Relations, NYC Office of (OLR)",Office of Labor Relations (OLR),Office of Labor Relations,Office of Labor Relations
FINAL_REC_000372,Office of Labor Standards,"Labor Standards, Office of",,Active,Division,,,,,,,,2015.0,,,,,,False,,,,,,,,,
FINAL_REC_000373,Office of Long-Term Planning and Sustainability,"Long-Term Planning and Sustainability, Office of",,Reorganized,Mayoral Office,,,,,,,,,,,,,,False,,,,,,,,,
FINAL_REC_000374,Office of Management and Budget,"Management and Budget, Mayor's Office of","Mayor's Office Of Management and Budget, Office of (OMB)",Active,Mayoral Office,OMB is responsible for preparing the Mayor's Preliminary and Executive Budgets and advises the Mayor on issues affecting the City's fiscal health and the efficiency of City services and programs.,https://www.nyc.gov/site/omb/index.page,,OMB,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Management+%26+Budget+%28OMB%29,1927.0,Jacques Jiha,Director,https://www.nyc.gov/site/omb/contact/contact.page,,,True,Office of Management and Budget,,"Management & Budget, Office of",Mayor’s Office of Management & Budget (OMB),"Mayor's Office Of Management and Budget, Office of (OMB)","Mayor's Office Of Management and Budget, Office of (OMB)",Mayor's Office of Management and Budget (OMB),Office of Management and Budget,Office of Management and Budget
FINAL_REC_000375,Office of Marine Debris Disposal and Vessel Surrendering,"Marine Debris Disposal and Vessel Surrendering, Office of",,Active,Division,,,,,,,,2023.0,,,,,,False,,,,,,,,,
FINAL_REC_000376,Office of Neighborhood Safety,"Neighborhood Safety, Office of",,Active,Division,,,Office for Neighborhood Safety and the Prevention of Gun Violence (partial),,,,,2014.0,,,,,,False,,,,,,,,,
FINAL_REC_000377,Office of Payroll Administration,"Payroll Administration, Office of","Payroll Administration, Office of (OPA)",Active,Mayoral Agency,,https://www.nyc.gov/site/opa/index.page,,OPA,,,,1898.0,Neil Matthew,,https://www.nyc.gov/site/opa/about/email-the-office.page,,,True,,,,,,,,Office of Payroll Administration,
FINAL_REC_000378,Office of Payroll Administration Board,"Payroll Administration Board, Office of",,Duplicate,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/opa/index.page,,,,,,,,,,,,False,,,,,,,,Office of Payroll Administration Board,
FINAL_REC_000379,Office of Recovery and Resiliency,"Recovery and Resiliency, Office of",,Active,Division,,,,,,,,2014.0,,,,,,False,,,,,,,,,Office of Recovery & Resiliency
FINAL_REC_000380,Office of Scheduling and Executive Operations,"Scheduling and Executive Operations, Office of",,Dissolved,Mayoral Office,,,,,,,,2007.0,,,,,,False,,,,,,,,,
FINAL_REC_000381,Office of Street Vendor Enforcement,"Street Vendor Enforcement, Office of",,Active,Division,,https://www.nyc.gov/site/dsny/what-we-do/cleaning/street-vending-enforcement.page,,,,,,2021.0,,,,,,False,,,,,,,,,
FINAL_REC_000382,Office of Technology and Innovation,"Technology and Innovation, Office of","Office of Technology and Innovation, New York City",Active,Mayoral Office,"The Office of Technology and Innovation (OTI) creates tech-based solutions for a more effective, future-ready New York City. We make services work better across all sectors, from emergency services to benefits screening. We pool combined expertise from across the City to get stuff done for all New Yorkers.
",https://www.nyc.gov/content/oti/pages/,Department of Information Technology and Telecommunications,OTI,DoITT,858.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Technology+and+Innovation+%28OTI%29,2022.0,Matthew Fraser,Chief Technology Officer (CTO),https://www.nyc.gov/content/oti/pages/email-the-chief-technology-officer,,,True,Office of Technology and Innovation,,Office of Technology & Innovation,Office of Technology and Innovation (OTI),"Technology and Innovation, NYC Office of (OTI)","Technology and Innovation, NYC Office of (OTI)",Office of Technology and Innovation (OTI),Office of Technology and Innovation,Office of Technology and Innovation
FINAL_REC_000383,Office of the Tenant Advocate,"Tenant Advocate, Office of the",,Active,Division,,https://www.nyc.gov/content/tenantprotection/pages/,,,,,,2017.0,,,,,,False,,,,,,,,,
FINAL_REC_000384,Office of Workforce Development,"Workforce Development, Office of",,Reorganized,Mayoral Office,"WKDEV is responsible to coordinate workforce with economic development in all five boroughs, to create a real time connection to businesses to ensure their needs are met, and to effectively connect those New Yorkers seeking workforce services to quality jobs with opportunities for advancement.",http://www.nyc.gov/wkdev,,WKDEV,,2.0,,,Abby Jo Sigal,Executive Director,,,,False,Mayor's Office of Talent and Workforce Development,,,,"Talent and Workforce Development, Mayor’s Office of","Talent and Workforce Development, Mayor’s Office of",Mayor’s Office of Talent and Workforce Development (WKDEV),,Office of Workforce Development
FINAL_REC_000385,Mayor's Office for Prevention of Hate Crimes,"Prevention of Hate Crimes, Mayor's Office for the","Prevention of Hate Crimes, Office for (OPHC)",Active,Mayoral Office,"The Office for the Prevention of Hate Crimes (OPHC) takes a holistic approach to preventing hate crimes, developing and coordinating community-driven prevention strategies to address biases fueling such crimes, and fostering healing for victims and their communities.",https://www.nyc.gov/site/stophate/index.page,,OPHC,,,,2019.0,Vijah Ramjattan,Executive Director,https://www.nyc.gov/site/stophate/about/contact-us.page,,,True,Mayor's Office for the Prevention of Hate Crimes,,,,"Prevention of Hate Crimes, Office for (OPHC)","Prevention of Hate Crimes, Office for (OPHC)",Office for the Prevention of Hate Crimes,Office for Prevention of Hate Crimes,Office for the Prevention of Hate Crimes
FINAL_REC_000386,Opioid Settlement Fund Advisory Board,Opioid Settlement Fund Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Opioid Settlement Fund Advisory Board,
FINAL_REC_000387,Panel on Educational Policy,Panel on Educational Policy,,Active,"Advisory, Oversight, or Regulatory Body",,https://www.schools.nyc.gov/about-us/leadership/panel-for-education-policy,,,,,,,,,,,,True,,,,,,,,Panel on Educational Policy,
FINAL_REC_000388,Pay Equity Cabinet,Pay Equity Cabinet,,Active,Mayoral Office,"The cabinet was established to create a roadmap to achieve pay equity and to address occupational segregation within the municipal workforce. CGE and the Department of Citywide Administrative Services co-chair the cabinet, which includes representatives from several different city agencies and offices.",https://www.nyc.gov/content/genderequity/pages/economic-mobility-opportunity,,PEC,,,,2021.0,,,,,,True,,,,,,,Pay Equity Cabinet (PEC),Pay Equity Cabinet,
FINAL_REC_000389,Police Department,Police Department,"Police Department, New York City (NYPD)",Active,Mayoral Agency,"The Police Department (NYPD) is committed to providing, with the utmost integrity and respect, a safe and secure environment for the public. The personnel assigned to the Department's 76 precincts, 12 Transit Districts, nine Housing Police Service Areas and other investigative and specialized units, protect life and deter crime while responding to emergency calls and impartially enforcing the law.",https://www.nyc.gov/site/nypd/index.page,,NYPD,,56.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Police+Department+%28NYPD%29,1845.0,Jessica Tisch,Commissioner,https://www.nyc.gov/site/nypd/about/about-nypd/email-the-commissioner.page,,,True,Police Department,Police Department,Police Department,Police Department (NYPD),"Police Department, New York City (NYPD)","Police Department, New York City (NYPD)",New York City Police Department (NYPD),Police Department,Police Department
FINAL_REC_000390,Police Pension Fund,"Police Pension Fund, New York City",Police Pension Fund (PPF),Active,Fiduciary Fund,The Police Pension fund provides services to current and retired officers of the New York City Police Department.,http://www.nyc.gov/nycppf,,PPF,,,,1857.0,Kevin Holloran,Executive Director,https://www.nyc.gov/nyc-resources/mail/ppf-email-the-executive-director.page,,,True,NYC Police Pension Fund,,Police Pension Fund,,Police Pension Fund (PPF),Police Pension Fund (PPF),Police Pension Fund (NYCPPF),Police Pension Fund,Police Pension Fund
FINAL_REC_000391,Primary Care Development Corporation,Primary Care Development Corporation,,Active,Authority or Public Benefit Corporation,,https://www.pcdc.org/new-york-city/,,,,,,,,,,,,True,,,,,,,,Primary Care Development Corporation,
FINAL_REC_000392,Procurement Policy Board,Procurement Policy Board,Procurement Policy Board (PPB),Active,"Advisory, Oversight, or Regulatory Body","The Procurement Policy Board (PPB) is authorized to promulgate rules governing the procurement of goods, services, and construction by the City of New York under Chapter 13 of the Charter of the City of New York.",https://www.nyc.gov/site/mocs/regulations/ppb.page,,PPB,,,,1989.0,Guillermo Chacon,Chair,,,,True,,,,,Procurement Policy Board (PPB),Procurement Policy Board (PPB),,Procurement Policy Board,Procurement Policy Board
FINAL_REC_000393,Property Tax Debt Resolution Task Force,Property Tax Debt Resolution Task Force,,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Property Tax Debt Resolution Task Force,
FINAL_REC_000394,Prospect Park Alliance ,Prospect Park Alliance ,,Active,Non-Governmental Organization,,https://www.prospectpark.org/learn-more/what-we-do/,,,,,,,,,,,,False,,,,,,,,Prospect Park Alliance ,
FINAL_REC_000395,Bronx County Public Administrator,Public Administrator - Bronx County,Public Administrator - Bronx County (BCPA),Active,State Government Agency,,https://www.nyc.gov/site/bronxpa/index.page,,,,,,,Matilde B. Sanchez,,https://www.nyc.gov/site/bronxpa/contact/contact.page,,,True,,,,,,,,Public Administrator - Bronx County,
FINAL_REC_000396,Public Advocate,"Public Advocate, Office of the",Public Advocate (PUB ADV),Active,Elected Office,"The Office of Public Advocate for the City of New York is a citywide elected position in New York City, which is first in line to succeed the Mayor. The office serves as a direct link between the electorate and city government, effectively acting as an ombudsman, or ""watchdog,"" for New Yorkers by providing oversight for city agencies, investigating citizens' complaints about city services and making proposals to address perceived shortcomings or failures of those services.",https://advocate.nyc.gov/,,PUB ADV,,101.0,,1989.0,Jumaane Williams,Public Advocate,https://advocate.nyc.gov/intake,,,True,Office of the Public Advocate,Public Advocate,Public Advocate for the City of New York,,Public Advocate (PUB ADV),Public Advocate (PUB ADV),Office of the Public Advocate,Public Advocate,Public Advocate
FINAL_REC_000397,Public Design Commission,Public Design Commission,Public Design Commission,Active,"Advisory, Oversight, or Regulatory Body","Established in 1898 as the Art Commission, New York City’s design review agency was renamed the Design Commission in July 2008 to better reflect its mission. The Design Commission reviews permanent works of art, architecture and landscape architecture proposed on or over City-owned property. The Commission also acts as caretaker and curator of the City’s public art collection and maintains an extensive archive documenting the history of New York City’s public works.",https://www.nyc.gov/site/designcommission/index.page,Art Commission,PDC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Public+Design+Commission+%28PDC%29,1898.0,Sreoshy Banerjea,Executive Director,"https://www.nyc.gov/site/designcommission/about/contact-pdc/contact.page#:~:text=For%20delivery%20of%20models%20or,788%2D3071%20to%20make%20arrangements.",,,True,Public Design Commission,,,Public Design Commission (PDC),Public Design Commission,Public Design Commission,Public Design Commission (PDC),Public Design Commission,Public Design Commission
FINAL_REC_000398,Public Online Capital Projects Database Task Force,Public Online Capital Projects Database Task Force,,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Public Online Capital Projects Database Task Force,
FINAL_REC_000399,Office of the Public Realm,"Public Realm, Office of the",,Active,Mayoral Office,,https://www.nyc.gov/site/publicrealm/index.page,,,,,,2023.0,Ya-Ting Liu,Chief Public Realm Officer,https://www.nyc.gov/site/publicrealm/contact-us/contact-public-realm.page,,,True,,,,,,,,Public Realm,
FINAL_REC_000400,"Public Realm Improvement Fund Governing Group, Inc.","Public Realm Improvement Fund Governing Group, Inc.",,Active,Authority or Public Benefit Corporation,,,,,,,,,,,,,,False,,,,,,,,"Public Realm Improvement Fund Governing Group, Inc.",
FINAL_REC_000401,Public Administrator of Queens County,Public Administrator - Queens County,Public Administrator - Queens County (QPA),Active,State Government Agency,,https://www.queenscountypa.com/,,,,,,,,,http://www.queenscountypa.com/contact-us/,,,True,,,,,,,,Queens County Public Administrator,
FINAL_REC_000402,Queens Public Library,Queens Public Library,"Library, Queens Public (QL)",Active,Non-Governmental Organization,"The Queens Library provides an online catalog, activities for kids and teens, online research, and an events calendar in a variety of languages.",https://www.queenslibrary.org/,,QL,,39.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Queens+Library+%28QBPL%29,1896.0,Dennis M. Walcott,President and CEO,Contact Us | Queens Public Library (queenslibrary.org),,,False,,Queens Borough Public Library,Queens Public Library,Queens Library (QBPL),"Library, Queens Public (QL)","Library, Queens Public (QL)",Queens Library (QPL),Queens Public Library; Queens Borough Public Library Board of Trustees,Queens Public Library
FINAL_REC_000403,Racial Justice Charter Revision Commission,Racial Justice Charter Revision Commission,,Dissolved,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/charter/racial-justice/racial-justice.page,,,,,,,,,,,,False,,,,,,,,Racial Justice Charter Revision Commission,
FINAL_REC_000404,Racial Justice Commission,Racial Justice Commission,,Dissolved,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/charter/racial-justice/racial-justice.page,,,,,,,,,,,,False,,,,,,,,Racial Justice Commission,
FINAL_REC_000405,Randall's Island Park Alliance ,Randall's Island Park Alliance ,,Active,Non-Governmental Organization,,https://randallsisland.org/about/,,,,,,,,,,,,False,,,,,,,,Randall's Island Park Alliance ,
FINAL_REC_000406,Real Estate Advisory Board,Real Estate Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Real Estate Advisory Board,
FINAL_REC_000407,In Rem Foreclosure Board,In Rem Foreclosure Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,In Rem Foreclosure Board,
FINAL_REC_000408,Rent Guidelines Board,Rent Guidelines Board,Rent Guidelines Board (RGB),Active,"Advisory, Oversight, or Regulatory Body",The Rent Guidelines Board provides information on renewal-lease guidelines for rent stabilized apartments in New York City.,https://rentguidelinesboard.cityofnewyork.us/,,RGB,,,,1969.0,Andrew McLaughlin,Executive Director,https://rentguidelinesboard.cityofnewyork.us/about/contact-the-rent-guidelines-board/,,,True,Rent Guidelines Board,,Rent Guidelines Board,,Rent Guidelines Board (RGB),Rent Guidelines Board (RGB),Rent Guidelines Board (RGB),Rent Guidelines Board,Rent Guidelines Board
FINAL_REC_000409,Rental Horse Advisory Board,Rental Horse Advisory Board,,Inactive,"Advisory, Oversight, or Regulatory Body",,,,,,,,1981.0,,,,,,False,,,,,,,,Rental Horse Advisory Board,
FINAL_REC_000410,Residential Mortgage Insurance Corporation ,Residential Mortgage Insurance Corporation ,,Active,Authority or Public Benefit Corporation,,,,,,,,,,,,,,False,,,,,,,,Residential Mortgage Insurance Corporation ,
FINAL_REC_000411,Retirement Savings Board,Retirement Savings Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Retirement Savings Board,
FINAL_REC_000412,Richmond County Public Administrator,Public Administrator - Richmond County,Public Administrator - Richmond County (RCPA),Active,State Government Agency,,https://www.nyc.gov/site/rcpa/index.page,,,,,,,,,https://www.nyc.gov/site/rcpa/contact/contact.page,,,True,,,,,,,,Richmond County Public Administrator,
FINAL_REC_000413,Rikers Island Advisory Committee,Rikers Island Advisory Committee,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Rikers Island Advisory Committee,
FINAL_REC_000414,Roosevelt Island Operating Corporation,Roosevelt Island Operating Corporation,,Active,Authority or Public Benefit Corporation,,https://rioc.ny.gov/,,,,,,,,,,,,False,,,,,,,,Roosevelt Island Operating Corporation,
FINAL_REC_000415,Sales Tax Asset Receivable Corporation,Sales Tax Asset Receivable Corporation,Sales Tax Asset Receivable Corporation (STAR),Active,Authority or Public Benefit Corporation,The Sales Tax Asset Receivable Corporation is a local development corporation created in 2004 by the City of New York to issue bonds to provide for the payment of the outstanding bonds of the Municipal Assistance Corporation of the City of New York and the outstanding bonds of the City held by MAC.,https://www.nyc.gov/site/starcorp/index.page,,STAR,,,,2004.0,David Womack,President,https://www.nyc.gov/site/starcorp/about/contact-the-star.page,,,True,,,,,Sales Tax Asset Receivable Corporation (STAR),Sales Tax Asset Receivable Corporation (STAR),,Sales Tax Asset Receivable Corporation,
FINAL_REC_000416,School Construction Authority,School Construction Authority,School Construction Authority (SCA),Active,Authority or Public Benefit Corporation,"The School Construction Authority (SCA) is the one agency accountable for new school construction and major renovations to older schools. SCA is responsible for all capital planning, budgeting, design, and operations. SCA coordinates the development of the Department of Education’s Five-Year Capital Plan, selects and acquires sites for new schools, leases buildings for schools and supervises conversion of administrative space for classroom use.",https://www.nycsca.org/,,SCA,,44.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=School+Construction+Authority+%28SCA%29,1988.0,Nina Kubota,President and CEO,https://www.nycsca.org/Footer/Contact-Us,,,True,,SCHOOL CONSTRUCTION AUTHORITY,"School Construction Authority, NYC",School Construction Authority (SCA),School Construction Authority (SCA),School Construction Authority (SCA),School Construction Authority (SCA),School Construction Authority,School Construction Authority
FINAL_REC_000417,School Construction Authority - Board of Trustees,School Construction Authority - Board of Trustees,,Duplicate,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,School Construction Authority - Board of Trustees,
FINAL_REC_000418,Senior Advisory Council,Senior Advisory Council,,Active,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/dfta/about/advisory-council.page,,,,,,,,,,,,True,,,,,,,,Senior Advisory Council,
FINAL_REC_000419,Sexual Health Education Task Force,Sexual Health Education Task Force,,Dissolved,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/genderequity/health/sexual-health-ed-task-force.page,,,,,,,,,,,,False,,,,,,,,Sexual Health Education Task Force,
FINAL_REC_000420,Shelter Accessibility Advisory Board,Shelter Accessibility Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Shelter Accessibility Advisory Board,
FINAL_REC_000421,Sheriff Office,Sheriff Office,NYC Sheriff,Active,Division,,https://www.nyc.gov/site/finance/sheriff-courts/sheriff.page,,,,,,1942.0,Anthony Miranda,,https://www.nyc.gov/site/finance/about/contact-us.page,,,False,,,,,,,,Sheriff,
FINAL_REC_000422,Site Safety Training Task Force,Site Safety Training Task Force,,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Site Safety Training Task Force,
FINAL_REC_000423,Small Business Advisory Commission,Small Business Advisory Commission,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Small Business Advisory Commission,
FINAL_REC_000424,Soil and Water Conservation District ,Soil and Water Conservation District ,,Active,"Advisory, Oversight, or Regulatory Body",,https://agriculture.ny.gov/soil-and-water/soil-water-conservation-district-offices,,,,,,,,,,,,False,,,,,,,,Soil and Water Conservation District ,
FINAL_REC_000425,Special Commissioner of Investigation for the New York City School District,"New York City School District, Special Commissioner of Investigation for the",Special Commissioner of Investigation for the New York City School District,Active,"Advisory, Oversight, or Regulatory Body",,https://nycsci.org/,,,,,,1990.0,Anastasia Coleman,,https://nycsci.org/contact-us/,,,True,,,,,,,,Special Commissioner of Investigation for the NYC School District,
FINAL_REC_000426,"Sports, Wellness, and Recreation Advisory Board","Sports, Wellness, & Recreation Advisory Board",,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,"Sports, Wellness, & Recreation Advisory Board",
FINAL_REC_000427,State Fire Prevention and Building Code Council,State Fire Prevention and Building Code Council,,Active,"Advisory, Oversight, or Regulatory Body",,https://dos.ny.gov/state-fire-prevention-and-building-code-council/,,,,,,,,,,,,False,,,,,,,,State Fire Prevention and Building Code Council,
FINAL_REC_000428,Street Harassment Prevention Advisory Board,Street Harassment Prevention Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Street Harassment Prevention Advisory Board,
FINAL_REC_000429,Street Vendor Advisory Board,Street Vendor Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Street Vendor Advisory Board,
FINAL_REC_000430,Sustainability Advisory Board,Sustainability Advisory Board,,Dissolved,"Advisory, Oversight, or Regulatory Body",,https://onenyc.cityofnewyork.us/about/,OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC,,,,,,,,,,,False,,,,,,,,Sustainability Advisory Board (Formerly OneNYC),
FINAL_REC_000431,Task Force on African American Civil Rights History Museum ,"African American Civil Rights History Museum, Task Force on",,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Task Force on African American Civil Rights History Museum ,
FINAL_REC_000432,"Task Force on Monuments, Statues, Public Art and Historical Markers","Monuments, Statues, Public Art and Historical Markers, Task Force on",,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,"Task Force on Monuments, Statues, Public Art and Historical Markers",
FINAL_REC_000433,Taskforce on Racial Inclusion and Equity,"Racial Inclusion and Equity, Taskforce on",,Active,"Advisory, Oversight, or Regulatory Body",,https://www.nyc.gov/site/trie/index.page,,TRIE,,,,2020.0,,,,,,True,,,,,,,Taskforce on Racial Inclusion & Equity (TRIE),,
FINAL_REC_000434,Tax Appeals Tribunal,Tax Appeals Tribunal,"Tax Appeals Tribunal, New York City (TAT)",Active,Division,The Tax Appeals Tribunal is an independent agency that resolves disputes between taxpayers and the New York City Department of Finance involving taxes administered by the City of New York. The Tax Appeals Tribunal does not resolve disputes related to the New York City Real Property Tax.,https://www.nyc.gov/site/taxappeals/index.page,,TAT,,,,1988.0,Neil Schaier,President and Commissioner,https://www.nyc.gov/site/taxappeals/contact/email-the-tax-appeals-tribunal.page,,,False,,,,,"Tax Appeals Tribunal, New York City (TAT)","Tax Appeals Tribunal, New York City (TAT)",Tax Appeals Tribunal (NYC TAT),Tax Appeals Tribunal,Tax Appeals Tribunal
