Name,NameAlphabetized,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NameWithAcronym,NameAlphabetizedWithAcronym,Agency Name,AgencyNameEnriched,LegalName,AlternateNames,OperationalStatus,PreliminaryOrganizationType,Description,URL,ParentOrganization,NYCReportingLine,AuthorizingAuthority,LegalCitation,LegalCitationURL,LegalCitationText,Acronym,AlternateAcronyms,BudgetCode,PrincipalOfficerName,PrincipalOfficerTitle,OpenDatasetsURL,Notes,FoundingYear,SunsetYear,URISlug,DateCreated,DateModified,LastVerifiedDate,PrincipalOfficerGivenName,PrincipalOfficerFamilyName,source,HeadOfOrganizationTitle,RecordID,HeadOfOrganizationName,NameNormalized,Entity type,data_source,merged_from,merge_note,dedup_source
City University Construction Fund,City University Construction Fund,,,,,,City University Construction Fund,City University Construction Fund,City University Construction Fund,,,City University Construction Fund (CUCF),City University Construction Fund (CUCF),City University Construction Fund,,,,Active,Authority or Public Benefit Corporation,,https://www.cuny.edu/about/administration/offices/fpcm/cucf/,,,New York State Law,,,,CUCF,,,,,,,1966.0,,city-university-construction-fund,2024-07-29,,,,,primary,,REC_000028,,city university construction fund,,nyc_agencies_export,,,primary
Commission on Women's Issues,"Women's Issues, Commission on",,,Commission on Women’s Issues (CWI),,,,,,,,Commission on Women's Issues (CWI),"Women's Issues, Commission on (CWI)",Commission on Women's Issues,,,,Active,"Advisory, Oversight, or Regulatory Body",,"https://council.nyc.gov/committees/women-and-gender-equality/#:~:text=The%20Committee%20on%20Women%20and,the%20Commission%20on%20Gender%20Equity.",,Independent,New York City Charter,"Chapter 1, Section 20-b",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-5699,"There shall be a commission on gender equity to study the nature and extent of inequities facing women, girls, transgender, intersex, gender non-conforming and non-binary individuals in the city; to study the impact of such inequities on the economic, civic and social well-being of women, girls, transgender, intersex, gender non-conforming and non-binary individuals; to advise on ways to analyze the function and composition of city agencies through a gender-based lens and ways to develop equitable recruitment strategies; and to make recommendations to the mayor and the council for the reduction of gender-based inequality. Such commission shall consist of 26 members appointed by the mayor; five members appointed by the speaker of the council; and the chair of the commission on human rights, who shall serve as an ex officio member. Members of the commission shall be representative of the population of the city of New York and shall have experience in advocating for issues important to women, girls, transgender, intersex, gender non-conforming and non-binary individuals. The mayor shall designate one member to serve as chair of the commission, and may also designate a member to serve as co-chair. Members shall serve at the pleasure of the appointing authority. In the event of the death or resignation of any member, a successor shall be appointed by the official who appointed such member. The mayor shall appoint an executive director for the commission.",CWI,,,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+on+Women%27s+Issues+%28CWI%29,,1975.0,,commission-on-womens-issues,2024-07-29,,,,,primary,,REC_000036,,commission on women's issues,,nyc_agencies_export,,,primary
Department of Information Technology and Telecommunications,"Information Technology and Telecommunications, Department of",,,,,,,,Department of Information Technology and Telecommunications,,,Department of Information Technology and Telecommunications,"Information Technology and Telecommunications, Department of",Department of Information Technology and Telecommunications,,,,Reorganized,Mayoral Agency,,,,,,"Chapter 48, Section 1070",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6801,There shall be a department of information technology and telecommunications the head of which shall be the commissioner of information technology and telecommunications and the chief information officer of the city.,,,,,,,,,,department-of-information-technology-and-telecommunications,2024-07-29,,,,,primary,,REC_000057,,information department technology and telecommunications,,nyc_agencies_export,,,primary
Deputy Chief Administrative Judge for the New York City Courts,Deputy Chief Administrative Judge for the New York City Courts,,,,,,,Deputy Chief Administrative Judge for the New York City Courts,,,,Deputy Chief Administrative Judge for the New York City Courts,Deputy Chief Administrative Judge for the New York City Courts,Deputy Chief Administrative Judge for the New York City Courts,,,,Active,Judiciary,,,,,New York State,,,,,,,,,,,2021.0,,deputy-chief-administrative-judge-for-the-new-york-city-courts,2024-07-29,,,,,primary,,REC_000068,,deputy chief administrative judge for the courts,,nyc_agencies_export,,,primary
Downtown Brooklyn Partnership,Downtown Brooklyn Partnership,,,,Downtown Brooklyn Partnership (DBP),,,,,,,Downtown Brooklyn Partnership (DBP),Downtown Brooklyn Partnership (DBP),Downtown Brooklyn Partnership,,,,Active,Non-Governmental Organization,,https://www.downtownbrooklyn.com/,,,New York State Law,,,,DBP,,,,,,,2004.0,,downtown-brooklyn-partnership,2024-07-29,,,,,primary,,REC_000076,,downtown brooklyn partnership,,nyc_agencies_export,,,primary
Family Court of the State of New York - City of New York,Family Court of the State of New York - City of New York,,,,,,,Family Court of the State of New York - City of New York,,,,Family Court of the State of New York - City of New York,Family Court of the State of New York - City of New York,Family Court of the State of New York - City of New York,,,,Active,Judiciary,,https://ww2.nycourts.gov/COURTS/nyc/family/index.shtml,,,New York State,,,,,,,,,,,1962.0,,family-court-of-the-state-of-new-york-city-of-new-york,2024-07-29,,,,,primary,,REC_000081,,family court of the state of new york - city of new york,,nyc_agencies_export,,,primary
Grand Central Partnership,Grand Central Partnership,,,,Grand Central Partnership,,,,,,,Grand Central Partnership,Grand Central Partnership,Grand Central Partnership,,,,Active,Non-Governmental Organization,,https://www.grandcentralpartnership.nyc/,,,New York State Law,,,,,,,,,,,1985.0,,grand-central-partnership,2024-07-29,,,,,primary,,REC_000089,,grand central partnership,,nyc_agencies_export,,,primary
Hardship Appeals Panel,Hardship Appeals Panel,,,,,,,,,,,Hardship Appeals Panel,Hardship Appeals Panel,Hardship Appeals Panel,,,,Active,"Advisory, Oversight, or Regulatory Body",,,,Independent,New York City Charter,"Chapter 74, Section 3021",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6776,"There is hereby established the hardship appeals panel, independent of the commission, to consist of five members appointed by the mayor with the advice and consent of the council in the manner specified in section thirty-one of the charter.",,,,,,,,1989.0,,hardship-appeals-panel,2024-07-29,,,,,primary,,REC_000092,,hardship appeals panel,,nyc_agencies_export,,,primary
Interagency Coordinating Council,Interagency Coordinating Council,,,,,,,,,,,Interagency Coordinating Council,Interagency Coordinating Council,Interagency Coordinating Council,,,,Active,"Advisory, Oversight, or Regulatory Body",,,Department of Youth and Community Development,Department of Youth and Community Development,New York City Charter,"Chapter 30, Section 735",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6850,"There shall be an interagency coordinating council established by the mayor which shall consist of representatives of each city agency providing services to youth, representatives from the youth board established pursuant to section seven hundred thirty-four of this chapter and a representative of the city council who shall be appointed by the speaker of the city council. The mayor, or his or her designee, shall serve as chairperson of the interagency coordinating council and shall preside over all meetings. The commissioner shall serve as director of the interagency coordinating council.",,,,,,,,1988.0,,interagency-coordinating-council,2024-07-29,,,,,primary,,REC_000098,,interagency coordinating council,,nyc_agencies_export,,,primary
Made in New York,Made in New York,,,,Made in New York (MINY),,,,,,,Made in New York (MINY),Made in New York (MINY),Made in New York,,,,Active,Non-Governmental Organization,,https://www.madeinnyc.org/,,,New York State Law,,,,MINY,,,,,,,2005.0,,made-in-new-york,2024-07-29,,,,,primary,,REC_000103,,made in new york,,nyc_agencies_export,,,primary
Mayor's Office of Climate and Sustainability,"Climate and Sustainability, Mayor's Office of",,,,,,Mayor’s Office of Sustainability,,,,,Mayor's Office of Climate and Sustainability,"Climate and Sustainability, Mayor's Office of",Mayor's Office of Climate and Sustainability,,,,Reorganized,Mayoral Office,,,,,Mayoral Executive Order,"Executive Order 4, 2022",https://a860-gpp.nyc.gov/concern/nyc_government_publications/st74cs877?locale=en,"The Office of Long-Term Planning and Sustainability shall be established within the Office of the Mayor and hereafter be designated as the Office of Climate and Environmental Justice, except in court documents, contracts and any other situation where the name “Office of Long-Term Planning and Sustainability” is legally required. Such office shall perform the functions delineated in section 20 of the Charter as well as those functions that have been performed by the former Office of Climate and Sustainability and the Office of Climate Resiliency.",,,,,,,,,,mayors-office-of-climate-and-sustainability,2024-07-29,,,,,primary,,REC_000119,,mayor's climate office and sustainability,,nyc_agencies_export,,,primary
Mayor's Office of Innovation and Emerging Markets,"Innovation and Emerging Markets, Mayor's Office of",,,,Mayor’s Office of Innovation and Emerging Markets,,,,,,,Mayor's Office of Innovation and Emerging Markets,"Innovation and Emerging Markets, Mayor's Office of",Mayor's Office of Innovation and Emerging Markets,,,,Active,Mayoral Office,,,Mayor's Office,Mayor's Office Chief of Staff,Press Release,"January 23, 2023 Press Release",https://www.nyc.gov/office-of-the-mayor/news/052-23/mayor-adams-new-initiative-communicate-directly-new-yorkers,"New York City Mayor Eric Adams today announced a new initiative to communicate directly with New Yorkers about updates from the administration and services the administration has unlocked for New Yorkers. Those who sign up will receive digital communications directly from Mayor Adams with information about new initiatives and policies, local events, and more.",,,2.0,,,,,2023.0,,mayors-office-of-innovation-and-emerging-markets,2024-07-29,,,,,primary,,REC_000133,,mayor's innovation office and emerging markets,,nyc_agencies_export,,,primary
Mental Hygiene Advisory Board,Mental Hygiene Advisory Board,,,,,,,,,,,Mental Hygiene Advisory Board,Mental Hygiene Advisory Board,Mental Hygiene Advisory Board,,,,Active,"Advisory, Oversight, or Regulatory Body",,,,Independent,New York City Charter,"Chapter 22, Section 568",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-2129,"There shall be a mental hygiene advisory board which shall be advisory to the commissioner and the deputy commissioner for mental hygiene services in the development of community mental health, intellectual and developmental disability, alcoholism and substance abuse facilities and services and programs related thereto. The board shall have separate subcommittees for mental health, for developmental disabilities, and for alcoholism and substance abuse. The board and its subcommittees shall be constituted and their appointive members appointed and removed in the manner prescribed for a community services board by the provisions of the mental hygiene law. Pursuant to the provisions of such law, such members may be reappointed without limitation on the number of consecutive terms which they may serve.",,,,,,,,2002.0,,mental-hygiene-advisory-board,2024-07-29,,,,,primary,,REC_000153,,mental hygiene advisory board,Board/Commission,nyc_agencies_export,"[{""id"": ""OPS_000226"", ""name"": NaN, ""score"": 77.6}]","nan
Merged with OPS_000226 (score: 77.6)
Conflicts: data_source: preferred='nyc_agencies_export', secondary='ops'; NameNormalized: preferred='mental hygiene advisory board', secondary='environmental justice advisory board'; Agency Name: preferred='Mental Hygiene Advisory Board', secondary='Environmental Justice Advisory Board'; dedup_source: preferred='primary', secondary='ops'; RecordID: preferred='REC_000153', secondary='OPS_000226'; source: preferred='primary', secondary='ops'",primary
Municipal Archives,"Archives, Municipal",,,,,,,,,,,Municipal Archives,"Archives, Municipal",Municipal Archives,,,,Active,Division,,,Department of Records and Information Systems,Department of Records and Information Systems,New York City Charter,"Chapter 72, Section 3004.1",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6582,"The department shall operate a municipal archives, the head of which shall be a professional archivist.",,,,,,,,1950.0,,municipal-archives,2024-07-29,,,,,primary,,REC_000155,,municipal archives,,nyc_agencies_export,,,primary
Municipal Credit Union,"Credit Union, Municipal",,,,,,,Municipal Credit Union,,,,Municipal Credit Union,"Credit Union, Municipal",Municipal Credit Union,,,,Active,Financial Institution,,https://www.nymcu.org/,,,New York State,,,,,,,,,,,1916.0,,municipal-credit-union,2024-07-29,,,,,primary,,REC_000156,,municipal credit union,,nyc_agencies_export,,,primary
Municipal Division of Transitional Services,"Division of Transitional Services, Municipal",,,,,,,,,,,Municipal Division of Transitional Services,"Division of Transitional Services, Municipal",Municipal Division of Transitional Services,,,,Active,Mayoral Office,,,Mayor's Office,Mayor's Office,New York City Charter,"Chapter 1, Section 13-c",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-96,"The mayor shall establish a municipal division of transitional services. Such division may, but need not, be established in the executive office of the mayor or as a separate division or within any other office of the mayor, or within any department the head of which is appointed by the mayor. Such division shall be headed by a coordinator who shall be appointed by the mayor or the head of such department. For the purposes of this section, ""coordinator"" shall mean the coordinator of the municipal division of transitional services.",,,,,,,,2016.0,,municipal-division-of-transitional-services,2024-07-29,,,,,primary,,REC_000157,,municipal division of transitional services,,nyc_agencies_export,,,primary
Municipal Records Management Division,"Records Management Division, Municipal",,,,,,,,,,,Municipal Records Management Division,"Records Management Division, Municipal",Municipal Records Management Division,,,,Active,Division,,,Department of Records and Information Systems,Department of Records and Information Systems,New York City Charter,"Chapter 72, Section 3004.4",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6582,"The department shall operate a municipal records management division, the head of which shall be a professional records manager.",,,,,,,,1977.0,,municipal-records-management-division,2024-07-29,,,,,primary,,REC_000158,,municipal records management division,,nyc_agencies_export,,,primary
Municipal Reference and Research Center,"Reference and Research Center, Municipal",,,,,,,,,,,Municipal Reference and Research Center,"Reference and Research Center, Municipal",Municipal Reference and Research Center,,,,Active,Division,,,Department of Records and Information Systems,Department of Records and Information Systems,New York City Charter,"Chapter 72, Section 3004.2",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6582,"The department shall operate a municipal reference and research center, the head of which shall be a professional librarian.",,,,,,,,1969.0,,municipal-reference-and-research-center,2024-07-29,,,,,primary,,REC_000159,,municipal reference and research center,,nyc_agencies_export,,,primary
New York City Courts,"Courts, New York City",,,,,,,New York City Courts,,,,New York City Courts,"Courts, New York City",New York City Courts,,,,Active,Judiciary,,https://www.nycourts.gov/,,,New York State,,,,,,,,,,,1962.0,,new-york-city-courts,2024-07-29,,,,,primary,,REC_000160,,courts,,nyc_agencies_export,,,primary
New York Research Libraries,New York Research Libraries,,,,,,,,New York Research Libraries,,,New York Research Libraries,New York Research Libraries,New York Research Libraries,,,,Active,Non-Governmental Organization,,,,,New York State Law,,,,,,,,,,,1895.0,,new-york-research-libraries,2024-07-29,,,,,primary,,REC_000168,,new york research libraries,,nyc_agencies_export,,,primary
Cyber Command,Cyber Command,,,,NYC Cyber Command (NYC3),,NYC Cyber Command,,,,,Cyber Command (NYC3),Cyber Command (NYC3),Cyber Command,,,,Active,Division,,https://www.nyc.gov/content/oti/pages/meet-the-team/cyber-command,Office of Technology and Innovation,Office of Technology and Innovation,New York City Charter,"Chapter 1, Section 20-j",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-5726,The mayor shall establish an office of cyber command. Such office may be established in the executive office of the mayor or as a separate office or within any department the head of which is appointed by the mayor. Such office shall be headed by a director who shall be appointed by the mayor or the head of such department and who shall serve as the chief information security officer of the city.,NYC3,,,,,,"NYC Cyber Command was integrated into the Office of Technology and Innovation (OTI) in November 2021 through Executive Order No. 3. This integration was part of a broader initiative to streamline and enhance the city's technology and innovation efforts by merging several technology-focused entities, including the NYC Office of Data Analytics (ODA), the Mayor's Office of the Chief Technology Officer (MOCTO), the Mayor's Office of Information Privacy (MOIP), and NYC 311. While the Department of Information Technology and Telecommunications (DoITT) continues to exist solely for legal contract purposes, its operational functions, including those of NYC Cyber Command, have been incorporated into OTI. This consolidation aims to create a unified approach to technology deployment and innovation, improving service efficiency and coordination across NYC government agencies.",2017.0,,cyber-command,2024-07-29,,,,,primary,,REC_000172,,cyber command,,nyc_agencies_export,,,primary
NYC Nonprofits,NYC Nonprofits,,,,Mayor's Office of Nonprofits (NYC NONPROFITS),Mayor's Office of Nonprofits,,,,,,NYC Nonprofits (NYC NONPROFITS),NYC Nonprofits (NYC NONPROFITS),NYC Nonprofits,,Office of not-for-profit organization services,Office of not-for-profit organization services; Mayor's Office of Nonprofits,Active,Mayoral Office,,https://www.nyc.gov/site/nonprofits/about/about.page,Mayor's Office,Deputy Mayor for Strategic Initiatives,New York City Charter,"Chapter 1, Section 20-o",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-5857,"The mayor shall establish an office of not-for-profit organization services. Such office may be established in the executive office of the mayor and may be established as a separate office or within any other office of the mayor or within any department the head of which is appointed by the mayor. Such office shall be headed by an executive director who shall be appointed by the mayor or the head of such department. Subject to appropriation, such office shall also include such other employees as may be appointed or designated to assist in the performance of the duties of the office.",NYC NONPROFITS,,2.0,,,,,,,nyc-nonprofits,2024-07-29,,,,,primary,,REC_000178,,nonprofits,,nyc_agencies_export,,,primary
Office for Neighborhood Safety and the Prevention of Gun Violence,"Neighborhood Safety and the Prevention of Gun Violence, Office for",,,,,,,,,,,Office for Neighborhood Safety and the Prevention of Gun Violence,"Neighborhood Safety and the Prevention of Gun Violence, Office for",Office for Neighborhood Safety and the Prevention of Gun Violence,,,,Reorganized,Mayoral Office,,,,,New York City Charter,"Chapter 1, Section 13-f",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-5804,"The mayor shall establish an office for neighborhood safety and the prevention of gun violence. Such office may, but need not, be established in the executive office of the mayor and may be established as a separate office within any other office of the mayor. Such office shall be headed by a director who shall be appointed by the mayor. For the purposes of this section, the term ""director"" means the director of the office for neighborhood safety and the prevention of gun violence.",,,,,,,,,,office-for-neighborhood-safety-and-the-prevention-of-gun-violence,2024-07-29,,,,,primary,,REC_000182,,office for neighborhood safety and the prevention of gun violence,,nyc_agencies_export,,,primary
Office of Building Energy and Emissions Performance,"Building Energy and Emissions Performance, Office of",,,,,,,,,,,Office of Building Energy and Emissions Performance,"Building Energy and Emissions Performance, Office of",Office of Building Energy and Emissions Performance,,,,Active,Division,,,Department of Buildings,Department of Buildings,New York City Charter,"Chapter 26, Section 651",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-5273,"There shall be in the department an office of building energy and emissions performance. The office shall be headed by a director, who is a registered design professional, who shall be appointed by and shall report to the commissioner.",,,,,,,,2019.0,,office-of-building-energy-and-emissions-performance,2024-07-29,,,,,primary,,REC_000187,,building office energy and emissions performance,,nyc_agencies_export,,,primary
Office of Climate Resiliency,"Climate Resiliency, Office of",,,,Office of Climate Resiliency (MOCR),,,,,,,Office of Climate Resiliency (MOCR),"Climate Resiliency, Office of (MOCR)",Office of Climate Resiliency,,,,Reorganized,Mayoral Office,,,,,Mayoral Executive Order,"Executive Order 4, 2022",https://a860-gpp.nyc.gov/concern/nyc_government_publications/st74cs877?locale=en,"The Office of Long-Term Planning and Sustainability shall be established within the Office of the Mayor and hereafter be designated as the Office of Climate and Environmental Justice, except in court documents, contracts and any other situation where the name “Office of Long-Term Planning and Sustainability” is legally required. Such office shall perform the functions delineated in section 20 of the Charter as well as those functions that have been performed by the former Office of Climate and Sustainability and the Office of Climate Resiliency.",MOCR,,,,,,,,,office-of-climate-resiliency,2024-07-29,,,,,primary,,REC_000189,,climate office resiliency,,nyc_agencies_export,,,primary
Office of Community Hiring,"Community Hiring, Office of","Community Hiring, Office of","Community Hiring, Office of",,,,,,,,,Office of Community Hiring,"Community Hiring, Office of",Office of Community Hiring,,,,Active,Mayoral Office,The Office of Community Hiring (OCH)'s mission is to use the City's purchasing power to drive economic mobility by connecting City vendors with a pipeline of talent and creating pathways to careers for our community.,https://www.nyc.gov/site/communityhiring/index.page,Mayor's Office of Talent and Workforce Development,Mayor's Office of Talent and Workforce Development,,"Chapter 79, Section 3502",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-7050,"The mayor shall establish an office of community hiring and workforce development. Such office may be established as a separate office or within any department the head of which is appointed by the mayor. The office of community hiring and workforce development shall be headed by a director who shall be appointed by the mayor or head of such department. The director shall, as the director deems appropriate, adopt rules consistent with the purpose of this chapter relating to employment goals on transactions, including rules:",,,,Douglas Lipari,Executive Director,,,2023.0,,office-of-community-hiring,2024-07-29,,,Douglas,Lipari,primary,,REC_000191,,community office hiring,,nyc_agencies_export,"[{'id': 'HOO_000037', 'name': nan, 'score': None}]","Merged with HOO_000037
Conflicts: Agency Name: preferred='Office of Community Hiring', secondary='Community Hiring, Office of|Ethnic and Community Media, Mayor's Office of (MOECM)'; source: preferred='primary', secondary='nyc_gov'; RecordID: preferred='REC_000191', secondary='HOO_000037'; NameNormalized: preferred='community office hiring', secondary='community hiring office of executive director|ethnic and community media mayors office of executive director'; data_source: preferred='nyc_agencies_export', secondary='nyc_gov'",primary
Office of Crime Victim Services,"Crime Victim Services, Office of",,,,,,,,,,,Office of Crime Victim Services,"Crime Victim Services, Office of",Office of Crime Victim Services,,,,Active,Division,,https://criminaljustice.cityofnewyork.us/programs/ocvs/,Mayor's Office of Criminal Justice,Mayor's Office of Criminal Justice,New York City Charter,"Chapter 1, Section 13-d",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-108,"The mayor shall establish an office of crime victim services. Such office may, but need not, be established in the executive office of the mayor, or may be established as a separate office within any other office of the mayor, or within any department, the head of which is appointed by the mayor. Such office shall be headed by a coordinator who shall be appointed by the mayor or the head of such department.",,,,,,,,2017.0,,office-of-crime-victim-services,2024-07-29,,,,,primary,,REC_000192,,crime office victim services,,nyc_agencies_export,,,primary
Office of Data Analytics,"Data Analytics, Office of",,,,Office of Data Analytics (ODA),,Office of Data Analytics,,,,,Office of Data Analytics (ODA),"Data Analytics, Office of (ODA)",Office of Data Analytics,,,Mayor's Office of Data Analytics,Active,Division,,https://www.nyc.gov/content/oti/pages/data-analytics,Office of Technology and Innovation,Office of Technology and Innovation,New York City Charter,"Chapter 1, Section 20-f",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-5025,"The mayor shall establish an office of data analytics. Such office may be established in the executive office of the mayor and may be established as a separate office or within any other office of the mayor or within any department the head of which is appointed by the mayor. Such office shall be headed by a director who shall be appointed by the mayor or head of such department and who shall serve as the city's chief analytics officer and chief open platform officer, as defined in the open data policy and technical standards manual.",ODA,MODA,,,,,"The NYC Office of Data Analytics (ODA) was integrated into the Office of Technology and Innovation (OTI) in November 2021 through Executive Order No. 3. This integration was part of a broader initiative to streamline and enhance the city's technology and innovation efforts by merging several technology-focused entities, including NYC Cyber Command, the Mayor's Office of the Chief Technology Officer (MOCTO), the Mayor's Office of Information Privacy (MOIP), and NYC 311. While the Department of Information Technology and Telecommunications (DoITT) continues to exist solely for legal contract purposes, its operational functions, including those of the ODA, have been incorporated into OTI. This consolidation aims to create a unified approach to technology deployment and innovation, improving service efficiency and coordination across NYC government agencies.",2013.0,,office-of-data-analytics,2024-07-29,,,,,primary,,REC_000193,,data office analytics,,nyc_agencies_export,,,primary
Office of Diversity and Inclusion,"Diversity and Inclusion, Office of",,,,,,,,,,,Office of Diversity and Inclusion,"Diversity and Inclusion, Office of",Office of Diversity and Inclusion,,,,Active,Division,,,Department of Citywide Administrative Services,Department of Citywide Administrative Services,New York City Charter,"Chapter 35, Section 814.1",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6728,The commissioner shall establish an office of diversity and inclusion. Such office shall be headed by a chief who shall be appointed by the commissioner.,,,,,,,,2020.0,,office-of-diversity-and-inclusion,2024-07-29,,,,,primary,,REC_000194,,diversity office and inclusion,,nyc_agencies_export,,,primary
Office of Healthcare Accountability,"Healthcare Accountability, Office of",,,,,,,,,,,Office of Healthcare Accountability,"Healthcare Accountability, Office of",Office of Healthcare Accountability,,,,Active,Mayoral Office,,,Mayor's Office,Mayor's Office,New York City Charter,"Chapter 1, Section 20-q",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6615,"The mayor shall establish an office of healthcare accountability. Such office may be established as a standalone office or within any office of the mayor or within any department. Such office shall be headed by a director of healthcare accountability, who shall be appointed by the mayor or, if the office is established within an agency other than the office of the mayor, by the head of such agency.",,,,,,,,2023.0,,office-of-healthcare-accountability,2024-07-29,,,,,primary,,REC_000197,,healthcare office accountability,,nyc_agencies_export,,,primary
Office of Labor Standards,"Labor Standards, Office of",,,,,,,,,,,Office of Labor Standards,"Labor Standards, Office of",Office of Labor Standards,,,,Active,Division,,,Department of Consumer and Worker Protection,Department of Consumer and Worker Protection,New York City Charter,"Chapter 64, Section 2203(e)",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-5706,The office of labor standards shall be established within the department. Such office shall be headed by a director who shall be appointed by the commissioner.,,,,,,,,2015.0,,office-of-labor-standards,2024-07-29,,,,,primary,,REC_000200,,labor office standards,,nyc_agencies_export,,,primary
Office of Long-Term Planning and Sustainability,"Long-Term Planning and Sustainability, Office of",,,,,,,,,,,Office of Long-Term Planning and Sustainability,"Long-Term Planning and Sustainability, Office of",Office of Long-Term Planning and Sustainability,,,,Reorganized,Mayoral Office,,,,,New York City Charter,"Chapter 1, Section 20",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6574,"The mayor shall establish an office of long-term planning and sustainability. Such office may, but need not, be established in the executive office of the mayor and may be established as a separate office or within any other office of the mayor or within any department the head of which is appointed by the mayor. Such office shall be headed by a director who shall be appointed by the mayor or by the head of such department. For the purposes of this section only, ""director"" shall mean the director of long-term planning and sustainability.",,,,,,,,,,office-of-long-term-planning-and-sustainability,2024-07-29,,,,,primary,,REC_000201,,long office-term planning and sustainability,,nyc_agencies_export,,,primary
Office of Marine Debris Disposal and Vessel Surrendering,"Marine Debris Disposal and Vessel Surrendering, Office of",,,,,,,,,,,Office of Marine Debris Disposal and Vessel Surrendering,"Marine Debris Disposal and Vessel Surrendering, Office of",Office of Marine Debris Disposal and Vessel Surrendering,,,,Active,Division,,,Department of Parks and Recreation,Department of Parks and Recreation,New York City Charter,"Chapter 1, Section 20-p",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6614,"The mayor shall establish an office of marine debris disposal and vessel surrendering. Such office may be established in the executive office of the mayor or may be established as a separate office, within any other office of the mayor or within any department, the head of which is appointed by the mayor. Such office shall be headed by a director, who shall be appointed by the mayor or the head of such department.",,,,,,,,2023.0,,office-of-marine-debris-disposal-and-vessel-surrendering,2024-07-29,,,,,primary,,REC_000203,,marine office debris disposal and vessel surrendering,,nyc_agencies_export,,,primary
Office of Neighborhood Safety,"Neighborhood Safety, Office of",,,,,,,,,,,Office of Neighborhood Safety,"Neighborhood Safety, Office of",Office of Neighborhood Safety,,Office for Neighborhood Safety and the Prevention of Gun Violence,Office for Neighborhood Safety and the Prevention of Gun Violence (partial),Active,Division,,,Mayor's Office of Criminal Justice,Mayor's Office of Criminal Justice,New York City Charter,"Chapter 1, Section 13-f",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-5804,"The mayor shall establish an office for neighborhood safety and the prevention of gun violence. Such office may, but need not, be established in the executive office of the mayor and may be established as a separate office within any other office of the mayor. Such office shall be headed by a director who shall be appointed by the mayor. For the purposes of this section, the term ""director"" means the director of the office for neighborhood safety and the prevention of gun violence.",,,,,,,,2014.0,,office-of-neighborhood-safety,2024-07-29,,,,,primary,,REC_000204,,neighborhood office safety,,nyc_agencies_export,,,primary
Office of Recovery and Resiliency,"Recovery and Resiliency, Office of",,,,,,Office of Recovery & Resiliency,,,,,Office of Recovery and Resiliency,"Recovery and Resiliency, Office of",Office of Recovery and Resiliency,,,,Active,Division,,,Mayor's Office of Climate and Environmental Justice,Mayor's Office of Climate and Environmental Justice,Mayoral Executive Order,"Executive Order 4, 2022",https://a860-gpp.nyc.gov/concern/nyc_government_publications/st74cs877?locale=en,"The Office of Long-Term Planning and Sustainability shall be established within the Office of the Mayor and hereafter be designated as the Office of Climate and Environmental Justice, except in court documents, contracts and any other situation where the name “Office of Long-Term Planning and Sustainability” is legally required. Such office shall perform the functions delineated in section 20 of the Charter as well as those functions that have been performed by the former Office of Climate and Sustainability and the Office of Climate Resiliency.",,,,,,,,2014.0,,office-of-recovery-and-resiliency,2024-07-29,,,,,primary,,REC_000207,,recovery office and resiliency,,nyc_agencies_export,,,primary
